INPUT:sent1;INPUT:sent2;INPUT:premise;INPUT:question;OUTPUT:variant;HINT:text;ASSIGNMENT:assignment_id;ASSIGNMENT:task_suite_id;ASSIGNMENT:worker_id;ASSIGNMENT:status;ASSIGNMENT:started
Он был уволен из армии.;Он собирался в колледж.;Сын уехал из дому.;Что стало причиной этого?;1;;0000b4a8a2--5e707f5d125ee10125da1e1b;0000b4a8a2--5e707d5a1fcfde011aac0930;d98fb7e4f9670218e7287f18bf00dbc5;APPROVED;2020-03-17T07:42:21.177
Полки были покрыты пылью.;Землетрясение тряхнуло книжный шкаф.;Книги выпали из шкафа.;Что стало причиной этого?;1;;0000b4a8a2--5e707f5d125ee10125da1e1b;0000b4a8a2--5e707d5a1fcfde011aac0930;d98fb7e4f9670218e7287f18bf00dbc5;APPROVED;2020-03-17T07:42:21.177
Я включил свет.;Я снова включил пробки.;Электричество в моем доме вырубилось.;Что случилось в результате?;1;;0000b4a8a2--5e707f5d125ee10125da1e1b;0000b4a8a2--5e707d5a1fcfde011aac0930;d98fb7e4f9670218e7287f18bf00dbc5;APPROVED;2020-03-17T07:42:21.177
Казалось, это будет страшно.;Казалось, это будет весело.;Мы катались на американских горках.;Что стало причиной этого?;1;;0000b4a8a2--5e707f5d125ee10125da1e1b;0000b4a8a2--5e707d5a1fcfde011aac0930;d98fb7e4f9670218e7287f18bf00dbc5;APPROVED;2020-03-17T07:42:21.177
Я налил в мешок масло.;Я нагрел его в микроволновой печи.;Мешок попкорна начал трещать.;Что стало причиной этого?;1;;0000b4a8a2--5e707f5d125ee10125da1e1b;0000b4a8a2--5e707d5a1fcfde011aac0930;d98fb7e4f9670218e7287f18bf00dbc5;APPROVED;2020-03-17T07:42:21.177
Он был уволен из армии.;Он собирался в колледж.;Сын уехал из дому.;Что стало причиной этого?;1;;0000b4a8a2--5e707f5d2f3cb80124e51d9f;0000b4a8a2--5e707d5a1fcfde011aac0930;668b57a6016790a540a4325c3e36e443;APPROVED;2020-03-17T07:42:21.573
Полки были покрыты пылью.;Землетрясение тряхнуло книжный шкаф.;Книги выпали из шкафа.;Что стало причиной этого?;1;;0000b4a8a2--5e707f5d2f3cb80124e51d9f;0000b4a8a2--5e707d5a1fcfde011aac0930;668b57a6016790a540a4325c3e36e443;APPROVED;2020-03-17T07:42:21.573
Я включил свет.;Я снова включил пробки.;Электричество в моем доме вырубилось.;Что случилось в результате?;1;;0000b4a8a2--5e707f5d2f3cb80124e51d9f;0000b4a8a2--5e707d5a1fcfde011aac0930;668b57a6016790a540a4325c3e36e443;APPROVED;2020-03-17T07:42:21.573
Казалось, это будет страшно.;Казалось, это будет весело.;Мы катались на американских горках.;Что стало причиной этого?;1;;0000b4a8a2--5e707f5d2f3cb80124e51d9f;0000b4a8a2--5e707d5a1fcfde011aac0930;668b57a6016790a540a4325c3e36e443;APPROVED;2020-03-17T07:42:21.573
Я налил в мешок масло.;Я нагрел его в микроволновой печи.;Мешок попкорна начал трещать.;Что стало причиной этого?;1;;0000b4a8a2--5e707f5d2f3cb80124e51d9f;0000b4a8a2--5e707d5a1fcfde011aac0930;668b57a6016790a540a4325c3e36e443;APPROVED;2020-03-17T07:42:21.573
Лифт приехал на назначенный этаж.;Лифт застрял между этажами.;Двери лифта открылись.;Что стало причиной этого?;0;;0000b4a8a2--5e707f5dc29c1b0126282fee;0000b4a8a2--5e707d5a1fcfde011aac092e;dd395b6a0fabcb4c841e9134f6bacf64;APPROVED;2020-03-17T07:42:21.263
Он лгал своим родителям.;Его родители наказали его.;Подросток сбежал из дома.;Что стало причиной этого?;1;;0000b4a8a2--5e707f5dc29c1b0126282fee;0000b4a8a2--5e707d5a1fcfde011aac092e;dd395b6a0fabcb4c841e9134f6bacf64;APPROVED;2020-03-17T07:42:21.263
Унитаз засорился.;Водонагреватель сломался.;Ванная комната затоплена.;Что стало причиной этого?;0;;0000b4a8a2--5e707f5dc29c1b0126282fee;0000b4a8a2--5e707d5a1fcfde011aac092e;dd395b6a0fabcb4c841e9134f6bacf64;APPROVED;2020-03-17T07:42:21.263
Хозяин надел ошейник на щенка.;Владелец держал щенка на поводке.;Щенок стоял рядом с хозяином.;Что стало причиной этого?;1;;0000b4a8a2--5e707f5dc29c1b0126282fee;0000b4a8a2--5e707d5a1fcfde011aac092e;dd395b6a0fabcb4c841e9134f6bacf64;APPROVED;2020-03-17T07:42:21.263
Он стоял под раскидистым деревом.;Он стоял над спокойным озером.;Мужчина увидел свое отражение.;Что стало причиной этого?;1;;0000b4a8a2--5e707f5dc29c1b0126282fee;0000b4a8a2--5e707d5a1fcfde011aac092e;dd395b6a0fabcb4c841e9134f6bacf64;APPROVED;2020-03-17T07:42:21.263
Я прибавил громкость.;Я сочинил свою собственную песню.;Музыка звучала слишком тихо, чтобы можно было расслышать.;Что случилось в результате?;0;;0000b4a8a2--5e707f5dd4088801271a7603;0000b4a8a2--5e707d5a1fcfde011aac0908;88d4ae2462e6e7c1ff2ffda67c0169be;APPROVED;2020-03-17T07:42:21.267
Девушка растрепала их.;Девушка дёрнула за них.;У мальчика торчали волосы.;Что стало причиной этого?;0;;0000b4a8a2--5e707f5dd4088801271a7603;0000b4a8a2--5e707d5a1fcfde011aac0908;88d4ae2462e6e7c1ff2ffda67c0169be;APPROVED;2020-03-17T07:42:21.267
Я обрызгал себя репеллентом.;Я наступил на жука.;Жук был раздавлен.;Что стало причиной этого?;1;;0000b4a8a2--5e707f5dd4088801271a7603;0000b4a8a2--5e707d5a1fcfde011aac0908;88d4ae2462e6e7c1ff2ffda67c0169be;APPROVED;2020-03-17T07:42:21.267
Я проснулся.;Я расслабился.;Я открыл глаза.;Что стало причиной этого?;0;;0000b4a8a2--5e707f5dd4088801271a7603;0000b4a8a2--5e707d5a1fcfde011aac0908;88d4ae2462e6e7c1ff2ffda67c0169be;APPROVED;2020-03-17T07:42:21.267
Я попросил его сделать потише.;Я попросил его одолжить компакт-диск.;У моего соседа гремела музыка.;Что случилось в результате?;0;;0000b4a8a2--5e707f5dd4088801271a7603;0000b4a8a2--5e707d5a1fcfde011aac0908;88d4ae2462e6e7c1ff2ffda67c0169be;APPROVED;2020-03-17T07:42:21.267
Я закрыл замок.;Замок расстегнулся.;Я ввёл свою комбинацию кодового замка.;Что случилось в результате?;1;;0000b4a8a2--5e707f5e1de93a011fc884ec;0000b4a8a2--5e707d5a1fcfde011aac0934;6c152fea2dd666f226faa73756d946ca;APPROVED;2020-03-17T07:42:22.276
Отец передал своему сыну немного денег.;Отец взял сына за руку.;Толпа стала гуще.;Что случилось в результате?;1;;0000b4a8a2--5e707f5e1de93a011fc884ec;0000b4a8a2--5e707d5a1fcfde011aac0934;6c152fea2dd666f226faa73756d946ca;APPROVED;2020-03-17T07:42:22.276
Я слепил из снега снежок.;Я разгребал снег с дороги.;Снег блокировал дороги.;Что случилось в результате?;1;;0000b4a8a2--5e707f5e1de93a011fc884ec;0000b4a8a2--5e707d5a1fcfde011aac0934;6c152fea2dd666f226faa73756d946ca;APPROVED;2020-03-17T07:42:22.276
Байдарка достигла берега.;Байдарка натолкнулась на волну.;Байдарочники налегли на вёсла.;Что случилось в результате?;0;;0000b4a8a2--5e707f5e1de93a011fc884ec;0000b4a8a2--5e707d5a1fcfde011aac0934;6c152fea2dd666f226faa73756d946ca;APPROVED;2020-03-17T07:42:22.276
Она отпустила руль.;Она врезалась в забор.;Девушка потеряла контроль над своим велосипедом.;Что случилось в результате?;1;;0000b4a8a2--5e707f5e1de93a011fc884ec;0000b4a8a2--5e707d5a1fcfde011aac0934;6c152fea2dd666f226faa73756d946ca;APPROVED;2020-03-17T07:42:22.276
Я прибавил громкость.;Я сочинил свою собственную песню.;Музыка звучала слишком тихо, чтобы можно было расслышать.;Что случилось в результате?;0;;0000b4a8a2--5e707f5e1de93a011fc884ef;0000b4a8a2--5e707d5a1fcfde011aac0908;e9651e4325b362d284c498086fe13fea;APPROVED;2020-03-17T07:42:22.302
Девушка растрепала их.;Девушка дёрнула за них.;У мальчика торчали волосы.;Что стало причиной этого?;0;;0000b4a8a2--5e707f5e1de93a011fc884ef;0000b4a8a2--5e707d5a1fcfde011aac0908;e9651e4325b362d284c498086fe13fea;APPROVED;2020-03-17T07:42:22.302
Я обрызгал себя репеллентом.;Я наступил на жука.;Жук был раздавлен.;Что стало причиной этого?;1;;0000b4a8a2--5e707f5e1de93a011fc884ef;0000b4a8a2--5e707d5a1fcfde011aac0908;e9651e4325b362d284c498086fe13fea;APPROVED;2020-03-17T07:42:22.302
Я проснулся.;Я расслабился.;Я открыл глаза.;Что стало причиной этого?;0;;0000b4a8a2--5e707f5e1de93a011fc884ef;0000b4a8a2--5e707d5a1fcfde011aac0908;e9651e4325b362d284c498086fe13fea;APPROVED;2020-03-17T07:42:22.302
Я попросил его сделать потише.;Я попросил его одолжить компакт-диск.;У моего соседа гремела музыка.;Что случилось в результате?;0;;0000b4a8a2--5e707f5e1de93a011fc884ef;0000b4a8a2--5e707d5a1fcfde011aac0908;e9651e4325b362d284c498086fe13fea;APPROVED;2020-03-17T07:42:22.302
Он обнаружил крыс в подвале.;Он держал муравьиную ферму в своей комнате.;Домовладелец пригласил в дом дезинсектора.;Что стало причиной этого?;0;;0000b4a8a2--5e707f5e711b9c012c85fbb3;0000b4a8a2--5e707d5a1fcfde011aac08ff;136813db81699881f68c35184a342493;APPROVED;2020-03-17T07:42:22.336
Я слишком устал, чтобы что-нибудь приготовить.;Моя гостья слишком засиделась у меня.;Я предложил моей гостье поужинать вне дома.;Что стало причиной этого?;0;;0000b4a8a2--5e707f5e711b9c012c85fbb3;0000b4a8a2--5e707d5a1fcfde011aac08ff;136813db81699881f68c35184a342493;APPROVED;2020-03-17T07:42:22.336
Она начала прятать дневник.;Она завела новый дневник.;Девушка поймала брата за чтением её дневника.;Что случилось в результате?;0;;0000b4a8a2--5e707f5e711b9c012c85fbb3;0000b4a8a2--5e707d5a1fcfde011aac08ff;136813db81699881f68c35184a342493;APPROVED;2020-03-17T07:42:22.336
Она работала сверхурочно.;Она уволилась с работы.;Женщине не хватало денег на аренду.;Что случилось в результате?;0;;0000b4a8a2--5e707f5e711b9c012c85fbb3;0000b4a8a2--5e707d5a1fcfde011aac08ff;136813db81699881f68c35184a342493;APPROVED;2020-03-17T07:42:22.336
Он прикоснулся к горячей плите.;Он погладил щенка.;Ребёнок быстро отдёрнул руку.;Что стало причиной этого?;0;;0000b4a8a2--5e707f5e711b9c012c85fbb3;0000b4a8a2--5e707d5a1fcfde011aac08ff;136813db81699881f68c35184a342493;APPROVED;2020-03-17T07:42:22.336
Её приговорили к общественным работам.;Её поместили в камеру смертников.;Женщину признали виновной в небольшом правонарушении.;Что случилось в результате?;0;;0000b4a8a2--5e707f5ec4749501278d3d39;0000b4a8a2--5e707d5a1fcfde011aac08f1;4bf818fa9a0d2e7289e2369b0e1f49a7;APPROVED;2020-03-17T07:42:22.811
От чая пошёл пар.;Сахар растворился.;Я размешала сахар в горячем чае.;Что случилось в результате?;1;;0000b4a8a2--5e707f5ec4749501278d3d39;0000b4a8a2--5e707d5a1fcfde011aac08f1;4bf818fa9a0d2e7289e2369b0e1f49a7;APPROVED;2020-03-17T07:42:22.811
